miRNA,abs_coef
hsa-mir-766,0.0
hsa-mir-6829,0.0
hsa-mir-3120,0.0
hsa-mir-627,0.0
hsa-mir-301b,0.0
hsa-mir-1258,0.0
hsa-mir-6077,0.0
hsa-mir-432,0.0
hsa-mir-944,0.0
hsa-mir-4661,0.0
hsa-mir-526a-1,0.0
hsa-mir-544b,0.0
hsa-mir-6797,0.0
hsa-mir-4449,0.0
hsa-mir-6800,0.0
hsa-mir-8055,0.0
hsa-mir-4430,0.0
hsa-mir-6893,0.0
hsa-mir-6079,0.0
hsa-mir-5006,0.0
hsa-mir-3196,0.0
hsa-mir-517a,0.0
hsa-mir-6778,0.0
hsa-mir-3681,0.0
hsa-mir-7976,0.0
hsa-mir-5196,0.0
hsa-mir-145,0.0
hsa-mir-302a,0.0
hsa-mir-138-1,0.0
hsa-mir-550b-1,0.0
hsa-mir-876,0.0
hsa-mir-449c,0.0
hsa-mir-4534,0.0
hsa-mir-4468,0.0
hsa-mir-4681,0.0
hsa-mir-1254-1,0.0
hsa-mir-588,0.0
hsa-mir-6834,0.0
hsa-mir-1269b,0.0
hsa-mir-3692,0.0
hsa-mir-3117,0.0
hsa-mir-7160,0.0
hsa-mir-1293,0.0
hsa-mir-3186,0.0
hsa-mir-518f,0.0
hsa-mir-302d,0.0
hsa-mir-4510,0.0
hsa-mir-6798,0.0
hsa-mir-4723,0.0
hsa-mir-4286,0.0
hsa-mir-6774,0.0
hsa-mir-7851,0.0
hsa-mir-4518,0.0
hsa-mir-4755,0.0
hsa-mir-3171,0.0
hsa-mir-4734,0.0
hsa-mir-4448,0.0
hsa-mir-514a-2,0.0
hsa-mir-135a-2,0.0
hsa-mir-4697,0.0
hsa-mir-4715,0.0
hsa-mir-5094,0.0
hsa-mir-762,0.0
hsa-mir-7152,0.0
hsa-mir-4474,0.0
hsa-mir-4640,0.0
hsa-mir-6740,0.0
hsa-mir-4431,0.0
hsa-mir-4754,0.0
hsa-mir-6789,0.0
hsa-mir-6782,0.0
hsa-mir-548x,0.0
hsa-mir-1909,0.0
hsa-mir-6810,0.0
hsa-mir-4704,0.0
hsa-mir-3155b,0.0
hsa-mir-6764,0.0
hsa-mir-1224,0.0
hsa-mir-1255a,0.0
hsa-mir-934,0.0
hsa-mir-3133,0.0
hsa-mir-137,0.0
hsa-mir-1262,0.0
hsa-mir-6847,0.0
hsa-mir-7850,0.0
hsa-mir-4538,0.0
hsa-mir-4634,0.0
hsa-mir-4479,0.0
hsa-mir-718,0.0
hsa-mir-1305,0.0
hsa-mir-516b-2,0.0
hsa-mir-7973-1,0.0
hsa-mir-5584,0.0
hsa-mir-513a-1,0.0
hsa-mir-1269a,0.0
hsa-mir-208a,0.0
hsa-mir-548a-2,0.0
hsa-mir-548ac,0.0
hsa-mir-487a,0.0
hsa-mir-15a,0.0
hsa-mir-601,0.0
hsa-mir-767,0.0
hsa-mir-3910-1,0.0
hsa-mir-3918,0.0
hsa-mir-590,0.0
hsa-mir-3689e,0.0
hsa-mir-6820,0.0
hsa-mir-4516,0.0
hsa-mir-941-1,0.0
hsa-mir-4724,0.0
hsa-mir-4458,0.0
hsa-mir-3689f,0.0
hsa-mir-548az,0.0
hsa-mir-6750,0.0
hsa-mir-1181,0.0
hsa-mir-1283-1,0.0
hsa-mir-1286,0.0
hsa-mir-550b-2,0.0
hsa-mir-5689,0.0
hsa-mir-6807,0.0
hsa-mir-4786,0.0
hsa-mir-7974,0.0
hsa-mir-1288,0.0
hsa-mir-1291,0.0
hsa-mir-556,0.0
hsa-mir-3115,0.0
hsa-mir-4674,0.0
hsa-mir-6851,0.0
hsa-mir-885,0.0
hsa-mir-1197,0.0
hsa-mir-6513,0.0
hsa-mir-3941,0.0
hsa-mir-3153,0.0
hsa-mir-4496,0.0
hsa-mir-6770-3,0.0
hsa-mir-4684,0.0
hsa-mir-597,0.0
hsa-mir-578,0.0
hsa-mir-4515,0.0
hsa-mir-6775,0.0
hsa-mir-3619,0.0
hsa-mir-6753,0.0
