miRNA,abs_coef
hsa-mir-7111,0.0
hsa-mir-548av,0.0
hsa-mir-7114,0.0
hsa-mir-3617,0.0
hsa-mir-1323,0.0
hsa-mir-4748,0.0
hsa-mir-7977,0.0
hsa-mir-4773-1,0.0
hsa-mir-6515,0.0
hsa-mir-548an,0.0
hsa-mir-6742,0.0
hsa-mir-4751,0.0
hsa-mir-5691,0.0
hsa-mir-4636,0.0
hsa-mir-610,0.0
hsa-mir-5089,0.0
hsa-mir-4522,0.0
hsa-mir-4670,0.0
hsa-mir-488,0.0
hsa-mir-5582,0.0
hsa-mir-548ai,0.0
hsa-mir-6499,0.0
hsa-mir-6721,0.0
hsa-mir-1252,0.0
hsa-mir-4427,0.0
hsa-mir-6861,0.0
hsa-mir-6729,0.0
hsa-mir-888,0.0
hsa-mir-4676,0.0
hsa-mir-3944,0.0
hsa-mir-6505,0.0
hsa-mir-5692a-1,0.0
hsa-mir-1303,0.0
hsa-mir-4520-1,0.0
hsa-mir-1908,0.0
hsa-mir-4773-2,0.0
hsa-mir-378g,0.0
hsa-mir-548ax,0.0
hsa-mir-3646,0.0
hsa-mir-548q,0.0
hsa-mir-4659a,0.0
hsa-mir-6778,0.0
hsa-mir-3611,0.0
hsa-mir-6746,0.0
hsa-mir-4518,0.0
hsa-mir-5695,0.0
hsa-mir-4691,0.0
hsa-mir-6883,0.0
hsa-mir-5696,0.0
hsa-mir-5087,0.0
hsa-mir-7703,0.0
hsa-mir-4650-2,0.0
hsa-mir-1199,0.0
hsa-mir-548d-1,0.0
hsa-mir-7108,0.0
hsa-mir-4436b-2,0.0
hsa-mir-4654,0.0
hsa-mir-6788,0.0
hsa-mir-3116-2,0.0
hsa-mir-4634,0.0
hsa-mir-383,0.0
hsa-mir-4479,0.0
hsa-mir-4653,0.0
hsa-mir-6890,0.0
hsa-mir-4752,0.0
hsa-mir-3157,0.0
hsa-mir-1305,0.0
hsa-mir-3166,0.0
hsa-mir-6796,0.0
hsa-mir-622,0.0
hsa-mir-1227,0.0
hsa-mir-4758,0.0
hsa-mir-596,0.0
hsa-mir-7846,0.0
hsa-mir-6735,0.0
hsa-mir-3128,0.0
hsa-mir-6756,0.0
hsa-mir-936,0.0
hsa-mir-647,0.0
hsa-mir-5682,0.0
hsa-mir-6856,0.0
hsa-mir-4474,0.0
hsa-mir-1298,0.0
hsa-mir-6848,0.0
hsa-mir-1204,0.0
hsa-mir-25,0.0
hsa-mir-6853,0.0
hsa-mir-3680-2,0.0
hsa-mir-542,0.0
hsa-mir-2355,0.0
hsa-mir-450b,0.0
hsa-mir-450a-2,0.0
hsa-mir-5699,0.0
hsa-mir-4431,0.0
hsa-mir-6842,0.0
hsa-mir-501,0.0
hsa-mir-1468,0.0
hsa-mir-145,0.0
hsa-mir-141,0.0
hsa-mir-139,0.0
hsa-mir-589,0.0
hsa-mir-137,0.0
hsa-mir-3667,0.0
hsa-mir-4740,0.0
hsa-mir-4731,0.0
hsa-mir-4750,0.0
hsa-mir-3161,0.0
hsa-mir-1269a,0.0
hsa-mir-18a,0.0
hsa-mir-195,0.0
hsa-mir-4443,0.0
hsa-mir-576,0.0
hsa-mir-34b,0.0
hsa-mir-5571,0.0
hsa-mir-651,0.0
hsa-mir-4683,0.0
hsa-mir-15a,0.0
hsa-mir-26b,0.0
hsa-mir-363,0.0
hsa-mir-1307,0.0
hsa-mir-6892,0.0
hsa-mir-4435-2,0.0
hsa-mir-502,0.0
hsa-mir-5010,0.0
hsa-mir-29b-2,0.0
hsa-mir-6833,0.0
hsa-mir-5001,0.0
hsa-mir-4642,0.0
hsa-mir-1301,0.0
hsa-mir-451a,0.0
hsa-mir-6895,0.0
hsa-mir-6503,0.0
hsa-mir-4672,0.0
hsa-mir-485,0.0
hsa-mir-22,0.0
hsa-mir-760,0.0
hsa-mir-208b,0.0
hsa-mir-4666a,0.0
hsa-mir-3146,0.0
hsa-mir-126,0.0
hsa-mir-149,0.0
hsa-mir-6866,0.0
hsa-let-7e,0.0
hsa-mir-939,0.0
hsa-mir-6887,0.0
hsa-mir-98,0.0
hsa-mir-103a-2,0.0
hsa-mir-887,0.0
hsa-mir-1245a,0.0
hsa-mir-574,0.0
hsa-mir-1915,0.0
hsa-let-7g,0.0
hsa-mir-1-1,0.0
hsa-let-7a-3,0.0
hsa-mir-3199-1,0.0
hsa-mir-320a,0.0
hsa-mir-511,0.0
hsa-mir-6885,0.0
hsa-mir-3654,0.0
hsa-mir-877,0.0
hsa-mir-1255a,0.0
hsa-mir-200c,0.0
hsa-mir-19b-1,0.0
hsa-mir-642a,0.0
hsa-mir-3914-2,0.0
hsa-mir-424,0.0
hsa-mir-6820,0.0
hsa-mir-499a,0.0
hsa-mir-378a,0.0
hsa-mir-513a-2,0.0
hsa-mir-514a-3,0.0
hsa-mir-6879,0.0
hsa-mir-3064,0.0
hsa-mir-7-2,0.0
hsa-mir-512-2,0.0
hsa-mir-326,0.0
hsa-mir-339,0.0
hsa-mir-3934,0.0
hsa-mir-6862-2,0.0
hsa-mir-3663,0.0
hsa-mir-374b,0.0
hsa-mir-4659b,0.0
hsa-mir-6770-3,0.0
hsa-mir-194-1,0.0
hsa-mir-1976,0.0
hsa-mir-552,0.0
hsa-mir-1269b,0.0
hsa-mir-4795,0.0
hsa-mir-2115,0.0
hsa-mir-4803,0.0
hsa-mir-206,0.0
hsa-mir-1287,0.0
hsa-mir-128-1,0.0
hsa-mir-1277,0.0
hsa-mir-625,0.0
hsa-mir-125a,0.0
hsa-mir-5580,0.0
hsa-mir-4727,0.0
hsa-mir-199a-1,0.0
hsa-mir-151a,0.0
hsa-mir-6806,0.0
hsa-mir-6804,0.0
hsa-mir-4791,0.0
hsa-mir-219a-1,0.0
hsa-mir-219b,0.0
hsa-mir-338,0.0
hsa-mir-5685,0.0
hsa-mir-204,0.0
hsa-mir-151b,0.0
hsa-mir-2110,0.0
hsa-mir-181b-1,0.0
hsa-mir-3605,0.0
hsa-mir-635,0.0
hsa-mir-152,0.0
hsa-mir-548a-3,0.0
hsa-mir-1283-1,0.0
hsa-mir-328,0.0
hsa-mir-9-3,0.0
hsa-let-7f-1,0.0
hsa-mir-891a,0.0
hsa-mir-3652,0.0
hsa-mir-299,0.0
hsa-mir-500b,0.0
hsa-mir-623,0.0
hsa-mir-4469,0.0
hsa-mir-221,0.0
hsa-mir-2277,0.0
hsa-mir-30d,0.0
hsa-mir-766,0.0
hsa-mir-215,0.0
hsa-mir-29a,0.0
hsa-mir-431,0.0
hsa-mir-3136,0.0
hsa-mir-378i,0.0
hsa-mir-6125,0.0
hsa-mir-106b,0.0
hsa-mir-3195,0.0
hsa-mir-7-1,0.0
hsa-mir-548e,0.0
hsa-mir-4533,0.0
hsa-mir-3927,0.0
hsa-mir-520a,0.0
hsa-mir-521-1,0.0
hsa-mir-4771-2,0.0
hsa-mir-3622b,0.0
hsa-mir-510,0.0
hsa-mir-6854,0.0
hsa-mir-4492,0.0
hsa-mir-3168,0.0
hsa-mir-656,0.0
hsa-mir-376b,0.0
hsa-mir-1825,0.0
hsa-mir-3620,0.0
hsa-mir-3174,0.0
hsa-mir-376a-1,0.0
hsa-mir-21,0.0
hsa-mir-640,0.0
hsa-mir-3149,0.0
hsa-mir-4502,0.0
hsa-mir-3918,0.0
hsa-mir-660,0.0
hsa-mir-600,0.0
hsa-mir-544b,0.0
hsa-mir-7157,0.0
hsa-mir-4644,0.0
hsa-mir-3945,0.0
hsa-mir-4315-1,0.0
hsa-mir-135a-2,0.0
hsa-mir-7110,0.0
hsa-mir-7705,0.0
hsa-mir-944,0.0
hsa-mir-636,0.0
hsa-mir-3662,0.0
hsa-mir-6889,0.0
hsa-mir-3155a,0.0
hsa-mir-4762,0.0
hsa-mir-7854,0.0
hsa-mir-372,0.0
hsa-mir-487a,0.0
hsa-mir-5588,0.0
hsa-mir-6739,0.0
hsa-mir-6762,0.0
hsa-mir-4706,0.0
hsa-mir-6893,0.0
hsa-mir-3665,0.0
hsa-mir-4725,0.0
hsa-mir-3160-1,0.0
hsa-mir-4779,0.0
hsa-mir-7976,0.0
hsa-mir-412,0.0
hsa-mir-585,0.0
hsa-mir-3909,0.0
hsa-mir-873,0.0
hsa-mir-5581,0.0
hsa-mir-1248,0.0
hsa-mir-3155b,0.0
hsa-mir-4769,0.0
hsa-mir-3926-2,0.0
hsa-mir-374c,0.0
hsa-mir-6894,0.0
hsa-mir-4516,0.0
hsa-mir-4802,0.0
hsa-mir-1273h,0.0
hsa-mir-492,0.0
hsa-mir-4777,0.0
hsa-mir-6832,0.0
hsa-mir-3126,0.0
hsa-mir-4655,0.0
hsa-mir-4647,0.0
hsa-mir-3914-1,0.0
hsa-mir-675,0.0
hsa-mir-1264,0.0
hsa-mir-4438,0.0
hsa-let-7c,0.0
hsa-mir-1304,0.0
hsa-mir-4742,0.0
hsa-mir-345,0.0
hsa-mir-6717,0.0
hsa-mir-1910,0.0
hsa-mir-6877,0.0
hsa-mir-27a,0.0
hsa-mir-5690,0.0
hsa-mir-6828,0.0
hsa-mir-3202-1,0.0
hsa-mir-16-2,0.0
hsa-mir-3684,0.0
hsa-mir-4786,0.0
hsa-mir-4478,0.0
hsa-mir-653,0.0
hsa-mir-187,0.0
hsa-mir-376a-2,0.0
hsa-mir-6850,0.0
hsa-mir-379,0.0
hsa-mir-329-1,0.0
hsa-mir-3677,0.0
hsa-mir-3682,0.0
hsa-mir-1914,0.0
hsa-mir-1295b,0.0
hsa-mir-487b,0.0
hsa-mir-4656,0.0
hsa-mir-6815,0.0
hsa-mir-5586,0.0
hsa-mir-3150b,0.0
hsa-mir-3689a,0.0
hsa-mir-1234,0.0
hsa-mir-3177,0.0
hsa-mir-147b,0.0
hsa-mir-6768,0.0
hsa-mir-4767,0.0
hsa-mir-627,0.0
hsa-mir-30b,0.0
hsa-mir-889,0.0
hsa-mir-4439,0.0
hsa-mir-6512,0.0
hsa-mir-129-1,0.0
hsa-mir-6822,0.0
hsa-mir-4419b,0.0
hsa-mir-3138,0.0
hsa-mir-6869,0.0
hsa-mir-4460,0.0
hsa-mir-6862-1,0.0
hsa-mir-548o,0.0
hsa-mir-718,0.0
hsa-mir-6878,0.0
hsa-mir-4707,0.0
hsa-mir-6826,0.0
hsa-mir-6803,0.0
hsa-mir-7702,0.0
hsa-mir-361,0.0
hsa-mir-639,0.0
hsa-mir-381,0.0
hsa-mir-4448,0.0
hsa-mir-4434,0.0
hsa-mir-668,0.0
hsa-mir-4753,0.0
hsa-mir-1322,0.0
hsa-mir-4444-2,0.0
hsa-mir-3164,0.0
hsa-mir-92b,0.0
hsa-mir-106a,0.0
hsa-mir-4699,0.0
hsa-mir-4744,0.0
hsa-mir-550a-2,0.0
hsa-mir-1180,0.0
hsa-mir-6753,0.0
